Label,Berita
valid,Bursa komoditas mencatat harga batu bara acuan (HBA) naik 5% akibat permintaan tinggi dari Tiongkok.
valid,Kementerian Kesehatan melaporkan penurunan kasus stunting di Indonesia sebesar 3% tahun 2023.
valid,Gubernur Jawa Timur meresmikan pembangunan pabrik pengolahan limbah ramah lingkungan di Gresik.
valid,Dinas Pariwisata menggelar festival budaya internasional di Yogyakarta untuk menarik turis asing.
valid,Pemerintah menetapkan regulasi baru mengenai penggunaan energi terbarukan di sektor industri.
valid,Tim riset UGM berhasil menemukan varietas padi unggul yang tahan terhadap hama dan kekeringan.
valid,Badan Pengelola Transportasi Jabodetabek (BPTJ) menambah armada bus TransPatriot di Bekasi.
valid,Komisi Penyiaran Indonesia (KPI) memberikan teguran keras kepada tiga stasiun televisi nasional.
valid,Menteri Pertahanan Prabowo Subianto meninjau fasilitas latihan militer di Natuna.
valid,Pemerintah mengalokasikan 10 triliun rupiah untuk program subsidi benih dan pupuk bagi petani.
valid,Indonesia dan Amerika Serikat sepakat meningkatkan latihan militer bersama *Garuda Shield*.
valid,Kementerian Pendidikan menyelenggarakan olimpiade sains nasional untuk siswa SMP dan SMA.
valid,Perusahaan telekomunikasi Indosat Ooredoo Hutchison memperluas jangkauan layanan 4G di wilayah 3T.
valid,Dinas Ketahanan Pangan memastikan ketersediaan pasokan daging sapi dan ayam menjelang hari raya.
valid,Presiden Jokowi meresmikan terowongan *Smart Tunnel* di Jakarta untuk mengatasi banjir.
valid,Badan Pengelola Jalan Tol (BPJT) mengumumkan penyesuaian tarif di ruas tol Jagorawi dan Cikampek.
valid,Kepala Badan Perlindungan Konsumen Nasional (BPKN) memperingatkan bahaya produk impor ilegal.
valid,PT Telekomunikasi Indonesia (Telkom) meluncurkan satelit baru untuk mendukung konektivitas nasional.
valid,Kementerian Agama merilis daftar 200 penceramah yang direkomendasikan untuk bulan Ramadan.
valid,Kepala Badan Narkotika Nasional (BNN) memimpin pemusnahan ladang ganja seluas 10 hektar di Aceh.
valid,Bursa berjangka mencatat harga kopi arabika turun 2% akibat panen raya di Brazil.
valid,Kementerian Sosial mencairkan dana bantuan iuran jaminan kesehatan bagi 90 juta masyarakat miskin.
valid,Gubernur Jawa Barat meresmikan pembangunan proyek infrastruktur kereta ringan (LRT) tahap 2.
valid,Dinas Ketenagakerjaan menggelar bursa kerja *online* dengan ribuan lowongan dari berbagai perusahaan.
valid,Pemerintah menetapkan program *cash for work* untuk masyarakat yang kehilangan pekerjaan akibat pandemi.
valid,"Tim ahli warisan budaya PBB meninjau kembali situs warisan dunia di kawasan Trowulan, Mojokerto."
valid,Badan Pengelola Jaminan Sosial (BPJS) Ketenagakerjaan melaporkan aset mencapai 700 triliun rupiah.
valid,Komisi Informasi Pusat (KIP) memberikan penghargaan kepada 10 lembaga publik paling transparan.
valid,Menteri Keuangan memastikan realisasi penerimaan pajak negara mencapai target 95% di tahun 2023.
valid,Pemerintah mencanangkan program vaksinasi COVID-19 *booster* kedua untuk semua kelompok usia.
valid,Indonesia dan Tiongkok sepakat mempercepat penyelesaian proyek kereta cepat Jakarta-Bandung.
valid,Kementerian Kelautan dan Perikanan mengumumkan moratorium izin kapal ikan asing di perairan Indonesia.
valid,Perusahaan ritel PT Trans Retail Indonesia (Carrefour) mencatat pertumbuhan penjualan 12% di akhir tahun.
valid,Dinas Perhubungan melakukan razia uji emisi kendaraan bermotor di jalan-jalan utama kota.
valid,Presiden Jokowi melantik 500 perwira remaja TNI dan Polri di Istana Merdeka.
valid,Badan Pengelola Transportasi Jabodetabek (BPTJ) mengoperasikan bus *feeder* baru menuju Stasiun Manggarai.
valid,Kepala Badan Siber dan Sandi Negara (BSSN) memperingatkan peningkatan serangan siber jelang Pemilu.
valid,PT Jasa Marga (Persero) Tbk mencatat peningkatan volume kendaraan di jalan tol sebesar 8%.
valid,Kementerian Perindustrian meluncurkan program pelatihan digitalisasi bagi 10.000 UMKM di Jawa.
valid,Kepala Staf Angkatan Darat (KSAD) memimpin latihan gabungan antarsenjata di daerah latihan Baturaja.
valid,Bursa kripto mencatat total nilai transaksi mata uang kripto di Indonesia mencapai 80 triliun rupiah.
valid,"Kementerian Sosial menyalurkan bantuan kepada korban banjir bandang di kawasan Puncak, Bogor."
valid,Gubernur Jawa Tengah meresmikan pembangunan pasar tradisional modern di lima kabupaten.
valid,Dinas Lingkungan Hidup menutup operasional 10 pabrik yang terbukti mencemari sungai.
valid,Pemerintah menetapkan harga jual listrik untuk industri berbasis energi baru terbarukan lebih murah.
valid,Tim riset Universitas Indonesia (UI) berhasil mengembangkan alat deteksi dini penyakit jantung.
valid,Badan Pengelola Keuangan Haji (BPKH) mencatat keuntungan investasi dana haji sebesar 7 triliun rupiah.
valid,Komisi Pengawas Persaingan Usaha (KPPU) memanggil direksi maskapai terkait kenaikan harga tiket pesawat.
valid,Menteri Pertanian Syahrul Yasin Limpo meninjau panen raya padi di Kabupaten Karawang.
valid,Pemerintah menyediakan anggaran 3 triliun rupiah untuk program padat karya di sektor pertanian.
valid,Indonesia menjadi tuan rumah kejuaraan dunia bulutangkis BWF World Championship tahun 2025.
valid,Kementerian Pendidikan meluncurkan program wajib belajar 12 tahun secara gratis untuk seluruh warga.
valid,Perusahaan e-commerce Shopee melaporkan peningkatan jumlah penjual lokal sebesar 40%.
valid,Dinas Kependudukan dan Catatan Sipil melayani pembuatan Akta Kelahiran secara terintegrasi *online*.
valid,Presiden Jokowi meresmikan pembangkit listrik tenaga uap (PLTU) baru di kawasan Cirebon.
valid,Badan Pengelola Tabungan Perumahan Rakyat (BP Tapera) mengumumkan penyaluran dana rumah subsidi.
valid,Kepala Badan Siber dan Sandi Negara (BSSN) memberikan kuliah umum tentang keamanan siber di universitas.
valid,PT Bank Negara Indonesia (BNI) Tbk meluncurkan produk kredit usaha rakyat (KUR) dengan bunga rendah.
valid,Kementerian Agama mengeluarkan imbauan kepada masyarakat untuk tidak menyebarkan ujaran kebencian.
valid,Kepala Kepolisian Republik Indonesia (Kapolri) memimpin operasi penertiban tambang emas ilegal.
valid,Bursa Efek Indonesia (BEI) mencatat terjadi penambahan 1 juta investor saham baru di tahun 2023.
valid,Kementerian Perindustrian mengumumkan target Indonesia menjadi pusat produksi mobil listrik se-Asia Tenggara.
valid,Gubernur Jawa Barat meresmikan pembangunan jalan layang (flyover) baru di kota Bandung.
valid,Dinas Kesehatan menyediakan layanan vaksinasi COVID-19 *door-to-door* bagi lansia dan disabilitas.
valid,Pemerintah menetapkan kebijakan *Work From Anywhere* (WFA) untuk 50% Aparatur Sipil Negara (ASN).
valid,Tim penyelam berhasil menemukan bangkai kapal perang kuno di dasar Laut Banda.
valid,Badan Pengelola Keuangan Daerah (BPKD) melaporkan peningkatan penerimaan pajak daerah sebesar 15%.
valid,Komisi Pemberantasan Korupsi (KPK) menjadwalkan pemeriksaan terhadap seorang mantan menteri terkait kasus korupsi.
valid,Menteri BUMN Erick Thohir meresmikan peluncuran merek baru untuk produk-produk UMKM Binaan BUMN.
valid,"Pemerintah memperluas program subsidi kendaraan listrik, kini mencakup motor listrik baru dan bekas."
valid,Indonesia menandatangani perjanjian investasi digital senilai 10 miliar dolar AS dengan Jepang.
valid,Kementerian Pendidikan meluncurkan program revitalisasi SMK untuk menyesuaikan dengan kebutuhan industri 4.0.
valid,Perusahaan minyak dan gas Pertamina Hulu Energi mencatat peningkatan produksi minyak 5%.
valid,Dinas Perhubungan melakukan razia terhadap travel gelap dan angkutan *online* ilegal di terminal.
valid,"Presiden Jokowi memimpin upacara peringatan Hari Kesaktian Pancasila di Lubang Buaya, Jakarta."
valid,Badan Pengelola Jalan Tol (BPJT) mengumumkan akan ada pembangunan tiga ruas tol baru di Sumatera.
valid,Kepala Badan Intelijen Negara (BIN) memastikan tidak ada ancaman keamanan serius jelang hari besar.
valid,PT Telkomsel meluncurkan layanan 5G *standalone* di tiga kota besar di Indonesia.
valid,Kementerian Agama menetapkan kuota haji Indonesia tahun 2024 mencapai 221.000 jemaah.
valid,Kepala Kejaksaan Agung (Kejagung) membentuk tim khusus untuk mengusut kasus korupsi besar di sektor asuransi.
valid,Bursa komoditas mencatat harga timah global kembali menguat setelah ada pembatasan ekspor dari Indonesia.
valid,Kementerian Sosial menyalurkan bantuan sosial pangan non-tunai (BPNT) kepada 15 juta KPM.
valid,Gubernur Jawa Tengah meresmikan pembangunan kawasan industri ramah lingkungan di Kabupaten Batang.
valid,Dinas Pariwisata meluncurkan program paket wisata halal untuk menarik turis dari Timur Tengah.
valid,Pemerintah menetapkan regulasi baru mengenai kewajiban penggunaan sertifikasi halal bagi semua produk makanan.
valid,Tim riset LIPI berhasil mengembangkan metode pengolahan air limbah menjadi air bersih siap minum.
valid,Badan Pengelola Transportasi Jabodetabek (BPTJ) meluncurkan layanan Bus Rapid Transit (BRT) baru di Bekasi.
valid,Komisi Pengawas Persaingan Usaha (KPPU) menyelidiki dugaan praktik monopoli di sektor jasa pengiriman barang.
valid,Menteri Pertahanan meninjau pabrik senjata PT Pindad dan memesan 1.000 unit kendaraan tempur baru.
valid,Pemerintah menyediakan dana 50 triliun rupiah untuk program pemulihan ekonomi nasional (PEN) pascapandemi.
valid,Indonesia dan India sepakat memperkuat kerja sama di bidang teknologi informasi dan *startup*.
valid,Kementerian Pendidikan meluncurkan program magang Merdeka Belajar di 500 perusahaan terkemuka.
valid,Perusahaan farmasi PT Bio Farma Tbk mencatat peningkatan produksi vaksin flu sebesar 20%.
valid,Dinas Kependudukan dan Catatan Sipil melakukan *jemput bola* pelayanan KTP elektronik di daerah terpencil.
valid,Presiden Jokowi menyampaikan apresiasi kepada tim SAR gabungan atas keberhasilan operasi pencarian korban.
valid,Badan Pengelola Dana Perkebunan Kelapa Sawit (BPDPKS) memberikan beasiswa kepada 1.000 mahasiswa sawit.
valid,Kepala Badan Siber dan Sandi Negara (BSSN) memperingatkan peningkatan serangan *phishing* via email.
valid,PT Bank Negara Indonesia (BNI) Tbk mencatat laba bersih 10 triliun rupiah di akhir tahun.
valid,Kementerian Agama meluncurkan program sertifikasi penceramah agama Islam berskala nasional.
valid,Kepala Kepolisian Republik Indonesia (Kapolri) memimpin upacara pengukuhan 500 perwira lulusan Akpol.
valid,Bursa Efek Indonesia (BEI) mencatat total nilai emisi obligasi dan sukuk mencapai 100 triliun rupiah.
valid,Kementerian Perindustrian meluncurkan program insentif pajak bagi industri yang menggunakan energi hijau.
valid,Gubernur Jawa Timur meresmikan pembangunan jalan baru yang menghubungkan tiga kabupaten.
valid,Dinas Kesehatan meluncurkan program skrining kesehatan gratis bagi semua warga lanjut usia.
valid,Pemerintah menetapkan kuota impor daging sapi 100.000 ton untuk menstabilkan harga pasar.
valid,Tim geologi menemukan cadangan gas alam baru yang sangat besar di lepas pantai Sulawesi.
valid,Badan Pengelola Transportasi Jabodetabek (BPTJ) menambah rute Bus TransJabodetabek menuju Depok.
valid,Komisi Pemberantasan Korupsi (KPK) melakukan OTT terhadap seorang kepala daerah terkait dugaan suap proyek.
netral,Harga jual cabai rawit merah di pasar tradisional saat ini stabil di angka Rp 60.000 per kilogram.
netral,Juru bicara kepresidenan mengatakan Presiden sedang menjalani jadwal padat di luar kota.
netral,Seorang atlet lari maraton Indonesia berhasil menempati posisi keenam dalam kejuaraan di Tokyo.
netral,Perusahaan A mengumumkan bahwa mereka akan memindahkan kantor pusat ke gedung yang lebih besar.
netral,Pengadilan Negeri Jakarta Selatan menunda sidang kasus perdata antara dua perusahaan telekomunikasi.
netral,Bursa Efek Indonesia (BEI) mencatat adanya transaksi saham senilai 5 triliun rupiah pagi ini.
netral,Seorang seniman patung lokal memamerkan karya terbarunya yang terbuat dari limbah plastik.
netral,Suhu rata-rata di kota Semarang diperkirakan mencapai 34 derajat Celsius pada siang hari.
netral,Kepala sekolah SMPN 45 Jakarta mengatakan bahwa ujian akhir sekolah akan dilaksanakan secara daring.
netral,Kementerian Pendidikan mencatat 80% siswa di Indonesia telah kembali melaksanakan pembelajaran tatap muka.
netral,"Sebuah kafe kopi di daerah Kemang, Jakarta, meluncurkan menu minuman baru rasa buah naga."
netral,Petugas kebersihan kota menemukan dompet berisi uang tunai dan kartu identitas di taman kota.
netral,Pusat perbelanjaan Grand Indonesia mengadakan program diskon besar-besaran untuk menyambut Lebaran.
netral,Perusahaan *start-up* teknologi X menerima pendanaan baru dari investor asing sebesar 10 juta dolar AS.
netral,Sebuah film drama romantis Indonesia berhasil menembus angka 1 juta penonton di bioskop.
netral,Kapal kargo yang membawa bahan pangan dari Surabaya menuju Makassar mengalami keterlambatan jadwal.
netral,Mahasiswa Universitas Brawijaya memenangkan lomba desain aplikasi tingkat nasional di Bandung.
netral,Polisi lalu lintas mencatat peningkatan volume kendaraan di jalan tol Jakarta-Cikampek sebesar 5%.
netral,"Indeks Harga Konsumen (IHK) bulan lalu tercatat mengalami deflasi tipis sebesar 0,02%."
netral,Seorang *influencer* media sosial meluncurkan produk *fashion* terbarunya di platform *e-commerce*.
netral,Harga tiket pesawat rute domestik rata-rata naik 10% menjelang libur panjang akhir tahun.
netral,Dinas Lingkungan Hidup meminta warga untuk aktif memilah sampah organik dan non-organik.
netral,Perusahaan penyedia layanan internet mengumumkan peningkatan kecepatan koneksi hingga 100 Mbps.
netral,"Galeri seni rupa nasional menggelar pameran lukisan bertema Jejak Peradaban Indonesia""."""
netral,Komunitas sepeda di Jakarta merencanakan kegiatan bersepeda massal dari Monas ke Bundaran HI.
netral,Bank Central Asia (BCA) menargetkan peningkatan jumlah nasabah tabungan baru sebesar 15%.
netral,Pemerintah daerah membuka posko layanan pengaduan masyarakat terkait layanan publik.
netral,"Sebuah restoran masakan Padang di London berhasil meraih rating bintang 4,5 dari kritikus makanan."
netral,Tim panjat tebing Indonesia berhasil meraih satu medali perunggu di kejuaraan dunia di Prancis.
netral,Jasa Marga mencatat jumlah kendaraan yang melintasi Gerbang Tol Cikarang Utama mencapai 50.000 per hari.
netral,"Harga kedelai impor di pasar komoditas global mengalami kenaikan tipis sebesar 1,5%."
netral,Pelatih timnas sepak bola Indonesia memanggil tiga pemain baru untuk mengikuti pemusatan latihan.
netral,Pusat Kebudayaan Jepang di Jakarta mengadakan lokakarya pembuatan origami tradisional.
netral,Perusahaan logistik SiCepat Ekspres memperluas jaringan layanan pengiriman hingga ke Papua.
netral,Gubernur DKI Jakarta menyerahkan santunan kepada keluarga korban kebakaran di kawasan padat penduduk.
netral,Film dokumenter tentang keindahan alam Raja Ampat ditayangkan di festival film internasional di Eropa.
netral,Harga minyak mentah dunia jenis Brent hari ini ditutup pada level 90 dolar AS per barel.
netral,Kepala Kantor Wilayah Kementerian Hukum dan HAM meresmikan gedung layanan paspor baru.
netral,PT Pertamina menargetkan pembangunan 100 stasiun pengisian kendaraan listrik umum (SPKLU) tahun ini.
netral,Dinas Sosial menyediakan tempat penampungan sementara bagi para tunawisma selama musim hujan.
netral,Seorang desainer grafis Indonesia memenangkan penghargaan desain terbaik di ajang kompetisi di Singapura.
netral,Perusahaan sepatu *sneakers* lokal mencatat penjualan 20.000 pasang di bulan *e-commerce* besar.
netral,Mahasiswa ITB mengembangkan robot pembersih sampah otomatis yang diuji coba di sungai Citarum.
netral,Pameran otomotif Gaikindo Indonesia International Auto Show (GIIAS) akan digelar bulan Agustus.
netral,Bank Indonesia (BI) mencatat cadangan devisa Indonesia pada akhir bulan lalu sebesar 136 miliar dolar AS.
netral,Sebuah penerbangan maskapai Citilink dari Jakarta menuju Medan mengalami penundaan selama 2 jam.
netral,Komunitas pecinta kucing di Jakarta mengadakan festival adopsi kucing terlantar di akhir pekan.
netral,Harga ayam potong di pasar tradisional cenderung stabil di kisaran Rp 35.000 per kilogram.
netral,Perusahaan telekomunikasi XL Axiata meluncurkan layanan paket data *unlimited* baru.
netral,Festival musik jazz terbesar di Jawa Tengah tahun ini akan menampilkan musisi dari 10 negara.
netral,Kementerian Kesehatan melaporkan 90% *bed occupancy rate* (BOR) di rumah sakit rujukan sudah normal.
netral,Polisi menangkap seorang pengemudi truk yang membawa muatan melebihi batas maksimal di Tol Cipali.
netral,"Indeks Harga Saham Gabungan (IHSG) hari ini ditutup menguat tipis sebesar 0,15%."
netral,Seorang penulis novel *genre* fantasi Indonesia menandatangani kontrak penerbitan dengan penerbit Amerika.
netral,Dinas Pariwisata mencatat kunjungan wisatawan mancanegara ke Bali mencapai 300.000 orang bulan lalu.
netral,Perusahaan energi terbarukan meresmikan pembangkit listrik tenaga bayu (PLTB) baru di Sulawesi Selatan.
netral,Sebuah pameran seni instalasi dari seniman asal Jepang dibuka di Museum Macan Jakarta.
netral,PT Freeport Indonesia menargetkan peningkatan produksi tembaga sebesar 10% di tahun fiskal berikutnya.
netral,Gubernur Jawa Barat mengumumkan rencana pembangunan jalur sepeda sepanjang 50 kilometer di Bandung.
netral,Pemerintah daerah memberikan bantuan modal usaha kepada 500 pelaku UMKM di Kabupaten Sleman.
netral,Harga gas elpiji 12 kg di tingkat pengecer rata-rata dijual Rp 200.000 per tabung.
netral,Tim bola basket putra Indonesia berhasil melaju ke babak final turnamen Asia Tenggara.
netral,Kepala Badan Pelayanan Terpadu Satu Pintu (BPTSP) meresmikan layanan perizinan *online* 24 jam.
netral,Film animasi lokal yang menceritakan legenda *Malin Kundang* akan tayang di bioskop bulan depan.
netral,Bank Mandiri mencatat peningkatan transaksi kartu kredit sebesar 12% selama masa liburan akhir tahun.
netral,Museum Nasional Indonesia menggelar pameran artefak Kerajaan Sriwijaya yang ditemukan di Palembang.
netral,Seorang siswa SMA di Medan berhasil menciptakan alat pendeteksi kebocoran gas berbasis IoT.
netral,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) meresmikan jalan tol baru di Kalimantan.
netral,Pusat Pengujian Mutu Barang mengumumkan hasil uji coba kendaraan listrik yang diproduksi di Batam.
netral,PT Astra International Tbk (ASII) mengumumkan pembagian dividen interim sebesar Rp 90 per saham.
netral,Dinas Pertanian memperkirakan panen raya padi akan dimulai di bulan Maret di wilayah Subang.
netral,Komunitas fotografi di Surabaya mengadakan kegiatan *hunting* foto bertema kehidupan malam kota.
netral,Harga rumah subsidi yang disediakan pemerintah naik 5% di tahun 2024 mengikuti inflasi properti.
netral,Sebuah universitas swasta di Jakarta membuka program studi baru di bidang *data science*.
netral,PT Kereta Api Indonesia (KAI) menargetkan elektrifikasi seluruh jalur kereta api di Pulau Jawa.
netral,Pameran *fashion* tahunan Jakarta Fashion Week (JFW) akan kembali digelar secara *offline* tahun ini.
netral,"Badan Pusat Statistik (BPS) merilis data bahwa tingkat pengangguran terbuka turun menjadi 5,32%."
netral,Seorang *chef* Indonesia meraih medali emas di kompetisi memasak internasional di Dubai.
netral,Dinas Pemadam Kebakaran mencatat 50 kasus kebakaran di Jakarta sepanjang bulan Januari.
netral,Harga sayuran organik di pasar modern rata-rata dijual 2 kali lipat lebih mahal dari sayuran biasa.
netral,Perusahaan ekspedisi J&T Express membuka layanan pengiriman paket internasional ke 10 negara Asia.
netral,Gubernur Jawa Tengah menginstruksikan percepatan perbaikan infrastruktur jalan yang rusak akibat banjir.
netral,Festival seni kontemporer Art Jakarta akan diselenggarakan di JCC Senayan bulan depan.
netral,Bank Indonesia (BI) melaporkan posisi utang luar negeri Indonesia akhir kuartal III sebesar 400 miliar dolar AS.
netral,Seorang *influencer* *traveling* asal Korea Selatan mengunjungi destinasi wisata di Nusa Tenggara Timur.
netral,Kementerian Koperasi dan UKM menargetkan 30 juta UMKM terdigitalisasi pada tahun 2024.
netral,Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) menetapkan status Gunung Semeru Waspada (Level II).
netral,PT Telekomunikasi Indonesia (Telkom) mengumumkan penambahan 1 juta pelanggan *fixed broadband* IndiHome.
netral,Dinas Perhubungan DKI Jakarta melakukan penertiban juru parkir liar di sekitar stasiun KRL.
netral,Komunitas *gamer* di Indonesia menyelenggarakan turnamen *e-sports* dengan total hadiah 1 miliar rupiah.
netral,Harga properti di kawasan Ibu Kota Nusantara (IKN) mencatat kenaikan rata-rata 15%.
netral,Sebuah galeri seni di Bandung mengadakan pameran seni digital menggunakan teknologi *virtual reality*.
netral,PT Bank Negara Indonesia (BNI) Tbk meluncurkan program pinjaman modal kerja untuk UMKM.
netral,Pemerintah daerah meresmikan fasilitas pengolahan air bersih baru untuk memenuhi kebutuhan warga.
netral,Seorang *blogger* kuliner merekomendasikan 10 tempat makan sate terbaik di kota Yogyakarta.
netral,Dinas Pendidikan mengumumkan jadwal libur sekolah semester genap dimulai pada minggu ketiga Juni.
netral,Harga bahan bakar minyak (BBM) nonsubsidi diprediksi stabil sepanjang bulan ini.
netral,Perusahaan farmasi PT Kimia Farma Tbk mencatat peningkatan penjualan obat generik sebesar 18%.
netral,Gubernur Jawa Barat menerima penghargaan sebagai kepala daerah dengan tata kelola pemerintahan terbaik.
netral,"Festival layang-layang internasional akan diselenggarakan di Pantai Sanur, Bali, bulan depan."
netral,Bank Indonesia (BI) mencatat aliran modal asing masuk (capital inflow) sebesar 2 miliar dolar AS minggu lalu.
netral,Seorang mahasiswa UNPAD berhasil menciptakan baterai lithium-ion yang lebih efisien dari sampah elektronik.
netral,Kementerian Lingkungan Hidup dan Kehutanan (KLHK) melakukan patroli gabungan untuk mencegah kebakaran hutan.
netral,Pusat Pengkajian Kebijakan Publik (PPKP) menggelar diskusi panel tentang reformasi birokrasi.
netral,PT PLN (Persero) menargetkan pembangunan 1.000 Stasiun Pengisian Kendaraan Listrik Umum (SPKLU) tahun ini.
netral,Dinas Sosial menyediakan *shelter* dan makanan gratis bagi korban banjir di Jakarta Timur.
netral,Komunitas pecinta alam di Bandung mengadakan kegiatan penanaman pohon di kawasan hutan lindung.
netral,Harga tiket pesawat rute Jakarta-Singapura saat ini dijual mulai dari Rp 1.500.000.
netral,Sebuah film dokumenter pendek meraih penghargaan di festival film independen di New York.
netral,PT Pertamina (Persero) mengumumkan penambahan pasokan elpiji 3 kg menjelang hari raya.
netral,Pemerintah daerah mengalokasikan dana 30 miliar untuk perbaikan fasilitas umum di lima kecamatan.
netral,Seorang *Youtuber* Indonesia meraih 10 juta *subscriber* dan menerima *Diamond Play Button*.
netral,Dinas Kesehatan menyediakan layanan vaksinasi flu gratis bagi masyarakat umum di puskesmas.
netral,Harga daging babi di pasar tradisional cenderung stabil di kisaran Rp 80.000 per kilogram.
netral,Perusahaan telekomunikasi Indosat Ooredoo Hutchison melakukan pemeliharaan jaringan di Jawa Barat.
netral,Gubernur Jawa Tengah meluncurkan program beasiswa pendidikan bagi 1.000 mahasiswa kurang mampu.
netral,Festival musik rock berskala internasional akan diselenggarakan di Yogyakarta bulan September.
netral,Bank Indonesia (BI) mencatat posisi likuiditas perbankan Indonesia masih sangat memadai.
netral,Seorang pengusaha UMKM di Bali berhasil mengekspor produk kerajinan tangan ke pasar Eropa.
netral,Kementerian Pertanian meluncurkan program peningkatan produksi kopi arabika di Sumatera Utara.
netral,Pusat Kajian Politik (PKP) mengadakan survei tingkat kepuasan publik terhadap kinerja pemerintah daerah.
netral,PT Bank Rakyat Indonesia (BRI) Tbk mencatat peningkatan transaksi digital banking sebesar 25%.
netral,Dinas Perhubungan melakukan pemasangan rambu-rambu lalu lintas baru di area rawan kecelakaan.
netral,Komunitas *startup* di Surabaya mengadakan *pitching day* untuk mencari investor baru.
netral,Harga *smartphone* merek Samsung Galaxy S23 turun 15% di toko retail resmi.
netral,Sebuah museum di Jakarta mengadakan pameran koleksi perangko langka dari berbagai negara.
netral,PT Kereta Api Indonesia (KAI) meluncurkan kereta wisata baru dengan rute ke Jawa Timur.
netral,Pemerintah daerah meresmikan pusat kuliner baru yang menyediakan berbagai masakan khas Nusantara.
netral,Seorang dosen dari Universitas Gadjah Mada (UGM) meraih penghargaan peneliti terbaik di Asia.
netral,Dinas Pendidikan melarang siswa membawa kendaraan bermotor ke sekolah untuk mengurangi polusi.
netral,Harga emas batangan Antam hari ini ditutup pada level Rp 1.100.000 per gram.
netral,Perusahaan *e-commerce* Tokopedia meluncurkan fitur baru untuk memudahkan penjual lokal.
netral,Gubernur Jawa Barat menginstruksikan percepatan penyelesaian pembangunan waduk Jatigede.
netral,Festival film pendek Indonesia akan diselenggarakan di Taman Ismail Marzuki (TIM) Jakarta.
netral,Bank Indonesia (BI) mencatat pertumbuhan kredit perbankan Indonesia di kuartal III sebesar 10%.
netral,Seorang seniman mural di Bandung menciptakan karya seni jalanan bertema lingkungan hidup.
netral,Kementerian Agama menyediakan layanan konsultasi pernikahan dan keluarga secara *online*.
netral,Pusat Penelitian Oseanografi (P2O) LIPI melakukan ekspedisi penelitian terumbu karang di Raja Ampat.
netral,PT PLN (Persero) mengumumkan bahwa tidak ada kenaikan tarif listrik untuk kuartal berikutnya.
netral,Dinas Pariwisata meluncurkan program promosi wisata bahari di Kepulauan Seribu.
netral,Komunitas *cosplay* di Indonesia mengadakan acara pertemuan tahunan di Jakarta Convention Center.
netral,Harga minyak goreng kemasan curah dijual rata-rata Rp 15.000 per liter di pasar tradisional.
netral,Sebuah perusahaan asuransi jiwa mencatat peningkatan klaim asuransi kesehatan sebesar 5%.
netral,PT Pertamina (Persero) meluncurkan program pertukaran tabung elpiji 3 kg ke Bright Gas.
netral,Pemerintah daerah mengalokasikan dana 10 miliar untuk pengembangan fasilitas olahraga remaja.
netral,Seorang pilot wanita Indonesia berhasil menerbangkan pesawat kargo ke rute terpanjang di dunia.
netral,Dinas Kesehatan menyediakan layanan vaksinasi HPV gratis bagi remaja putri di sekolah.
netral,Harga beras premium di pasar modern saat ini dijual rata-rata Rp 13.500 per kilogram.
netral,Perusahaan *game online* Garena mengadakan turnamen *Free Fire* dengan total hadiah besar.
netral,Gubernur Jawa Tengah meresmikan pembangunan kantor bupati baru di Kabupaten Pati.
netral,Festival seni pertunjukan teater dari berbagai negara akan diselenggarakan di Bali bulan depan.
netral,Bank Indonesia (BI) mencatat posisi likuiditas perbankan Indonesia masih sangat kuat.
netral,Seorang pelajar SMA di Surabaya memenangkan medali perak di Olimpiade Fisika Internasional.
netral,Kementerian Kelautan dan Perikanan meresmikan pusat budidaya udang vaname di Lampung.
netral,Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) menurunkan status Gunung Api Merbabu ke Normal.
netral,PT Bank Central Asia (BCA) Tbk mencatat peningkatan transaksi kartu debit sebesar 15%.
netral,Dinas Perhubungan melakukan penertiban kendaraan yang parkir di bahu jalan tol dalam kota.
netral,Komunitas penggemar film horor di Jakarta mengadakan *nobar* film horor klasik di bioskop.
netral,Harga tiket masuk Museum Fatahillah di Jakarta Kota saat ini adalah Rp 5.000 per orang.
netral,Sebuah perusahaan teknologi *fintech* berhasil meraih status *unicorn* baru di Indonesia.
netral,PT Kereta Api Indonesia (KAI) menambah jadwal perjalanan kereta api lokal untuk rute Cirebon.
netral,Pemerintah daerah menyediakan layanan konsultasi bisnis gratis bagi pelaku UMKM di Solo.
netral,Seorang desainer *fashion* lokal memamerkan koleksi busana muslim terbarunya di Paris Fashion Week.
netral,Dinas Pendidikan mengumumkan pemenang lomba inovasi pembelajaran tingkat guru se-Jawa Barat.
netral,Harga bawang merah di pasar tradisional cenderung stabil di kisaran Rp 30.000 per kilogram.
netral,Perusahaan *e-commerce* Lazada meluncurkan program *cashback* besar-besaran di akhir bulan.
netral,Gubernur Jawa Barat meresmikan pembangunan pabrik pengolahan sampah menjadi energi listrik.
netral,Festival kuliner *street food* dari berbagai daerah akan diselenggarakan di Surabaya bulan depan.
netral,Bank Indonesia (BI) mencatat total aset perbankan syariah Indonesia mencapai 700 triliun rupiah.
netral,Seorang jurnalis senior Indonesia memenangkan penghargaan reportase investigasi terbaik di Asia.
